name_en,name_ar,lat,lon,parent_name_local
Ali ibn Abi Talib,على بن ابى طالب,30.599,30.677,مركز بدر
Ali Mohamed Selima,على محمد سليمة,30.555,30.993,قسم شبين الكوم
Ali Mostafa al-Zawawy,على مصطفى الزواوى,31.138,30.927,قسم كفر الشيخ
Ali Agha,علي اغا,30.788,31.0,قسم ثان طنطا
Ali ibn Abi Talib,عليبنأبيط الب,26.672,31.466,مركز جهينة الغربية
Alim,عليم,30.55,31.641,مركز أبو حماد
Omar ibn al-Khattab,عمر بن الخطاب,30.554,30.667,مركز بدر
Omar Shahin,عمر شاهين,30.527,30.729,مركز بدر
Omar Makram,عمر مكرم,30.494,30.707,مركز بدر
Omar al-Khayam,عمر الخيام,30.05,31.225,قسم الزمالك
Omar ibn al-Khattab,عمر بن الخطاب,26.694,31.44,مركز جهينة الغربية
Amr ibn al-Aas,عمرو بن العاص,30.534,30.76,مركز بدر
Amr ibn al-Aas,عمرو بن العاص,25.009,32.764,مركز أدفو
Amrous,عمروس,30.665,30.818,مركز الشهداء
Amrit,عمريط,30.507,31.61,مركز أبو حماد
Anak,عنك,29.149,30.63,مركز أطسا
Anak,عنك,27.414,30.775,مركز القوصية
Aniba,عنيبة,24.514,33.033,مركز نصر
Anibas,عنيبس,26.731,31.489,مركز جهينة الغربية
Awaga,عواجة,27.49,30.736,مركز ديروط
Awamer al-Oseirat,عوامر العسيرات,26.42,31.8,مركز العسيرات
Awad al-Zawawy,عوض الزواوى,31.128,30.933,قسم كفر الشيخ
Ain al-Ezza,عين العزة,28.132,28.61,قسم الواحاتالبحرية
Ain Galout,عين جالوت,30.616,30.618,مركز بدر
Ain Helwan,عين حلوان,29.866,31.317,قسم حلوان
Ain Shams al-Gharbiya,عين شمس الغربية,30.13,31.315,قسم المطرية
Ain Aish,عين عيش,25.786,29.201,مركز الوحات الداخلة
Ain al-Sira,عين الصيرة,30.018,31.245,مصرالقديمة
Ain Sadr,عين سدر,29.679,32.718,قسم رأس سدر
Ain Shams al-Sharqiya,عينشمس الشرقية,30.128,31.326,قسم عينشمس
Ain Toubiya,عينطوبية,29.546,34.703,قسم نخل
Ain Ghosein,عينغصين,30.498,32.281,مركز الاسماعيلية
Ain Qartaga Abu Wadi Outair,عينقرطاجابواديوتير,29.145,34.461,قسم نويبع
Ghabat El-Bous wa Bir Adeeb,غبة البوص وبير عديب,29.625,32.352,قسم عتاقة
Gharb El-Mawhoub,غرب الموهوب,25.993,28.178,مركز الوحات الداخلة
Gharb Aswan,غرب أسوان,24.106,32.878,مركز أسوان
Ghazal,غز ال,30.885,28.555,مركز الضبعة
Ghazala,غز الة,30.884,31.617,مركز السنبلاوين
Ghazalet Abu Abdoun,غز الةأبوعبدون,30.741,31.848,مركز فاقوس
Ghazalet El-Kheis,غز الة الخيس,30.555,31.58,مركز الزقازيق
Ghatati,غطاطي,30.005,31.127,قسم الأهرام
Ghammazet El-Sughra,غمازة الصغري,29.662,31.318,مركز الصف
Ghammazet El-Kubra,غمازة الكبري,29.699,31.313,مركز الصف
Ghamra,غمرة,30.069,31.268,قسم الظاهر
Ghamrin,غمرين,30.498,30.908,مركز منوف
Ghoneim Shatta,غنيم شطا,31.192,31.765,مركز منية النصر
Ghot El-Na'ga,غوط النعجة,30.983,25.139,قسم السلوم
Ghot Musa'ed,غوطمساعد,31.615,25.141,قسم السلوم
Ghiyadet El-Sharqiya,غياضة الشرقية,28.94,31.02,مركز ببا
Ghiyadet El-Gharbiya,غياضة الغربية,28.962,31.005,مركز ببا
Ghita,غيتة,30.38,31.516,مركز بلبيس
Ghisan,غيصان,29.403,30.559,مركز يوسف الصديق
Gheit El-Bahari,غيط البحاري,29.195,30.994,مركز ناصر
Gheit El-Edda,غيط العدة,30.046,31.25,قسم عابدين
Gheit El-Enab Sharq,غيط العنبشرق,31.178,29.91,قسم كرموز
Gheit El-Enab Gharb,غيط العنبغرب,31.175,29.899,قسم كرموز
Fares,فارس,24.564,32.893,مركز كوم امبو
Fanous,فانوس,29.537,30.966,مركز طامية
Fau Bahari,فاوبحري,26.094,32.357,مركز دشنا
Fau Gharb,فاوغرب,26.901,31.47,مركز طما
Fau Gharb,فاوغرب,26.095,32.398,مركز دشنا
Fau Qibli,فاوقبلي,26.113,32.393,مركز دشنا
Faw Geli,فاوجلي,26.688,31.669,مركز ساقلته
Fakhr El-Din,فخر الدين,31.023,33.806,قسم ثالث العريش
Fadimein,فديمين,29.386,30.764,مركز سنورس
Farasha,فراشة,30.665,31.734,مركز أبوكبير
Farag,فرج,31.267,30.927,مركز الرياض
Farsis,فرسيس,30.681,31.484,مركز الزقازيق
Farsis,فرسيس,30.406,31.214,مركز بنها
Farsis,فرسيس,30.659,31.235,مركز زفتى
Farghan,فرغان,30.705,31.447,مركز ديرب نجم
Farqas,فرقص,29.428,30.984,مركز طامية
Farnawi,فرنوي,30.994,30.65,مركز شبراخيت
Fazara,فزارة,31.263,30.502,مركز المحمودية
Fazara,فزارة,28.994,30.922,مركز ببا
Fazara,فزارة,27.462,30.825,مركز القوصية
Fazara bel-Qarya,فزارةب القرية,26.695,31.523,مركز المراغة
Fatira,فطيرة,24.626,32.933,مركز كوم امبو
Falasteen,فلسطين,30.564,30.598,مركز بدر
Flameng,فلمنج,31.236,29.958,قسم أول الرمل
Fam El-Khalig wa Deir El-Nuhas,فم الخليجودير النحاس,30.019,31.231,مصرالقديمة
Fanar wa Bir Abu El-Darag,فنار وبير أبو الدرج,29.539,32.128,قسم عتاقة
Fanara,فنارة,30.266,32.375,مركز فايد
Foka,فوكة,31.065,28.009,مركز الضبعة
Fisha El-Sughra wa Hessetha,فيشا الصغريوحصتها,30.411,30.991,مركز الباجور
Fisha El-Kubra,فيشا الكبري,30.419,30.946,مركز منوف
Fisha Belkha,فيشابلخة,31.129,30.557,مركز المحمودية
Fisha Bana,فيشابنا,30.81,31.271,مركز أجا
Fisha Selim,فيشاسليم,30.769,30.976,مركز طنطا
Qabil,قابيل,31.1,30.408,مركز دمنهور
Qadous,قادوس,30.816,30.647,مركز إيتاى البارود
Qaret Umm El-Saghir,قارةأم الصغير,28.935,25.443,مركز سيوة
Qaroun,قارون,29.392,30.483,مركز يوسف الصديق
Qatiya,قاطية,30.948,32.754,قسم رمانة
Qafla,قافلة,31.125,30.288,مركز ابوحمص
Qawisha,قاويشة,30.768,31.495,مركز ديرب نجم
Qay,قاي,29.142,30.981,مركز أهناسيا
Qaytbay,قايتباي,30.045,31.275,منشأةناصر
Qabr Ameir,قبرعمير,30.977,33.841,قسم الشيخ زويد
Qabrit,قبريط,31.237,30.584,مركز فوه
Qabw El-Mallaha,قب والملاح,31.197,29.886,قسم الجمرك
Qubour El-Omaraa,قبور الأمراء,30.765,30.559,مركز الدلنجات
Qahafa,قحافة,30.774,30.997,قسم ثان طنطا
Qahafa,قحافه,29.292,30.885,قسم الفيوم
Qaraga,قراجة,30.828,31.753,مركز كفر صقر
Qaraga,قراجة,31.13,30.984,مركز كفر الشيخ
Qaraqas,قراقص,31.036,30.52,مركز دمنهور
Qarsha,قرشة,24.644,32.948,مركز نصر
Qurtasa,قرطسا,31.053,30.454,قسم دمنهور
Qarqarous,قرقارص,27.132,31.254,مركز أسيوط
Qarqashanda,قرقشندة,30.305,31.173,مركز طوخ
Qarqeera,قرقيرة,30.846,31.387,مركز السنبلاوين
Qarmala,قرملة,30.418,31.433,مركز بلبيس
Qarmout El-Bahw,قرموط البهو,30.964,31.363,مركز أجا
Qarmout Sahabra,قرموطصهبرة,30.76,31.393,مركز ديرب نجم
Qarnasho,قرنشو,30.923,30.84,مركز بسيون
Qaranfil,قرنفيل,30.277,31.167,مركز القناطر الخيرية
Qura El-Ganoub - Juz',قرى الجنوب - جزء,30.993,32.254,قسم ثان الجنوب
Qura El-Ganoub - Juz' Yanba'u Tawabe' Tusamma El-Siddiq,قرى الجنوب - جزء_ينبعه توابع تسمى الصديق,31.141,32.291,قسم الجنوب
Qarya,قرية,30.156,33.6,قسم الحسنة
Qarya 1,قرية 1,25.409,32.482,مركز إسنا
Qarya 2,قرية 2,25.411,32.461,مركز إسنا
Qarya 3,قرية 3,25.394,32.47,مركز إسنا
Qaryet 5 El-Aqdam,قرية 5 الاقدام,28.686,30.66,مركز العدوة
Qaryet 6 El-Nasr,قرية 6 النصر,28.651,30.649,مركز العدوة
Qaryet El-Qasabi Sharq,قرية القصبى شرق,31.089,32.092,مركز الحسينية
Qaryet El-Malha,قرية المالحة,29.299,33.73,قسم رأس سدر
Qaryet El-Wadi,قرية الوادى,28.402,33.637,قسم الطور
Qaryet Ras Masalla,قرية رأس مسلة,29.816,32.629,قسم رأس سدر
Qaryet Taba,قرية طابا,29.513,34.85,قسم طابا
Qaryet Feiran,قرية فيران,28.848,33.583,قسم أبو رديس
Qaryet Wadi Gharandal,قرية وادى غرندل,29.24,32.922,قسم أبو رديس
Qaryet Madinet El-Samad,قريةمدينة السماد,29.587,32.35,قسم عتاقة
Qaryet Mit Abu El-Koum El-Gedida,قرية ميت أبو الكوم الجديدة,30.381,32.432,قسم القنطرة شرق
Qaryet Wasit,قريةواسط,29.077,34.648,قسم نويبع
Qaryet Sarsaq,قريه سرسق,31.07,31.366,مركز طلخا
Qozman,قزمان,31.091,30.797,مركز قلين
Qusta,قسطا,30.899,30.803,مركز كفر الزيات
Qastal,قسطل,24.419,33.011,مركز نصر
Qastil,قسطيل,22.624,32.599,مركز أبوسنبل
Qism El-Khusus,قسم الخصوص,30.157,31.318,قسم الخصوص
Qism El-Mansoura,قسم المنصورة,31.059,31.41,قسم ثان المنصورة
Qism Awwal,قسم اول,29.31,30.828,قسم الفيوم
Qism Awwal,قسم اول,28.097,30.748,قسم المنيا
Qism Awwal,قسم اول,27.74,30.822,قسم ملوى
Qism Awwal,قسم اول,26.186,32.724,قسم قنا
Qism Awwal,قسم أول,29.969,32.572,قسم السويس
Qism Awwal El-Arish,قسم أول العريش,31.139,33.805,قسم أول العريش
Qism Awwal Mit Talkha,قسم اول ميت طلخا,31.049,31.394,قسم اول المنصورة
Qism Thalith,قسم ثالث,29.962,32.525,قسم الأربعين
Qism Thalith,قسم ثالث,29.327,30.861,قسم الفيوم
Qism Thalith,قسم ثالث,28.115,30.743,قسم المنيا
Qism Thalith,قسم ثالث,27.723,30.836,قسم ملوى
Qism Thalith,قسم ثالث,26.169,32.688,قسم قنا
Qism Thalith El-Rayhan,قسم ثالث الريحان,31.038,31.369,قسم اول المنصورة
Qism Than,قسم ثان,29.953,32.571,قسم السويس
Qism Than,قسم ثان,28.092,30.762,قسم المنيا
Qism Than,قسم ثان,27.738,30.86,قسم ملوى
Qism Than,قسم ثان,26.16,32.717,قسم قنا
Qism Than El-Hiwar,قسم ثان الحوار,31.045,31.377,قسم اول المنصورة
Qism Than El-Arish,قسم ثان العريش,31.117,33.733,قسم ثان العريش
Qism Thani,قسم ثانى,29.322,30.84,قسم الفيوم
Qism Khamis,قسم خامس,28.075,30.768,قسم المنيا
Qism Khamis Siyam,قسم خامس صيام,31.036,31.409,قسم ثان المنصورة
Qism Rabi',قسم رابع,30.003,32.557,قسم الأربعين
Qism Rabi',قسم رابع,29.305,30.859,قسم الفيوم
Qism Rabi',قسم رابع,28.095,30.735,قسم المنيا
Qism Rabi',قسم رابع,27.722,30.818,قسم ملوى
Qism Rabi' El-Naggar,قسم رابع النجار,31.038,31.385,قسم اول المنصورة
Qism Sabi' El-Bahr El-Saghir,قسم سابع البحر الصغير,31.023,31.396,قسم ثان المنصورة
Qism Sadis Mit Haidar,قسم سادس ميت حيدر,31.04,31.4,قسم ثان المنصورة
Qism Kafr El-Badmas,قسم كفر البدماص,31.053,31.428,قسم ثان المنصورة
Qasha,قشا,30.335,31.373,مركز مشتول السوق
Qashtoukh,قشطوخ,30.741,30.938,مركز تلا
Qassasin El-Azhar,قصاصين الأزهار,31.004,31.816,مركز أولاد صقر
Qassasin El-Sharq,قصاصين الشرق,30.789,32.09,مركز الحسينية
Qasr Abu Lati'a Basel,قصرأبولطيعةباسل,29.402,30.591,مركز يوسف الصديق
Qasr El-Basel,قصر الباسل,29.134,30.804,مركز أطسا
Qasr El-Gibali,قصر الجب الي,29.344,30.626,مركز يوسف الصديق
Qasr El-Doubara,قصر الدوبارة,30.042,31.235,قسم قصر النيل
Qasr El-Shawq,قصر الشوق,30.05,31.266,قسم الجمالية
Qasr Baghdad,قصربغداد,30.733,30.871,مركز كفر الزيات
Qasr Bayad,قصر بياض,29.359,30.731,مركز أبشواى
Qasr Haidar,قصر حيدر,27.509,30.838,مركز ديروط
Qasr Rashwan,قصررشوان,29.488,30.916,مركز طامية
Qasr Nasr El-Din,قصر نصر الدين,30.786,30.819,مركز كفر الزيات
Qasr Hour,قصرهور,27.872,30.71,مركز ملوى
Qasouret El-Shawam,قصورة الشوام,30.068,31.242,قسم روضالفرج
Quseir El-Amarna,قصير العمارنة,27.461,30.843,مركز القوصية
Quseir Bakhanes,قصيربخانس,26.145,32.119,مركز أبو طشت
Qita' El-Hamoul,قطاع الحامول,31.428,31.177,مركز الحامول
Qita' El-Nahda,قطاع النهضة,31.067,29.898,قسم العامرية
Qita' Mariout,قطاعمريوط,30.872,29.763,قسم العامرية
Qita' Mansour,قطاعمنصور,31.424,31.037,مركز الحامول
Qatifet El-Aziziya,قطيفة العزيزية,30.482,31.278,مركز منيا القمح
Qatifet Mubasher,قطيفةمباشر,30.7,31.532,مركز الأبراهيمية
Qaffada,قفادة,28.578,30.746,مركز مغاغة
Qalba,قلبا,27.77,30.827,مركز ملوى
Qalbshouh,قلبشوه,31.451,31.38,مركز بلقاس
Qultet El-Kubra,قلتي الكبري,30.364,31.017,مركز الباجور
Qal'et El-Maraziq,قلعة المرازيق,29.804,31.246,مركز البدرشين
Qalfao,قلفاو,26.581,31.69,مركز سوهاج
Qalma,قلما,30.215,31.22,مركز قليوب
Qalmashat,قلمشاة,29.186,30.843,مركز أطسا
Qalandoul,قلندول,27.826,30.812,مركز ملوى
Qalla,قله,29.059,30.991,مركز أهناسيا
Qallaha,قلها,29.08,30.905,مركز أهناسيا
Qalhana,قلهانة,29.229,30.838,مركز أطسا
Qalousna,قلوصنا,28.358,30.731,مركز سمالوط
Quleib Abyar,قليبأبيار,30.881,30.818,مركز كفر الزيات
Quleishan,قليشان,30.846,30.694,مركز إيتاى البارود
Qamha,قمحة,30.823,30.481,مركز الدلنجات
Qamrouna,قمرونة,30.481,31.306,مركز منيا القمح
Qamn El-Arous,قمن العروس,29.279,31.167,مركز الواسطى
Qanbesh El-Hamra,قنبش الحمراء,28.993,30.976,مركز ببا
Qanteer,قنتير,30.788,31.862,مركز فاقوس
Qahbouna,قهبونة,30.773,31.93,مركز الحسينية
Qahlet El-Gabla,قهلة الجبلة,30.495,31.492,مركز بلبيس
Qourta,قورتة,24.615,32.973,مركز نصر
Qours,قورص,30.279,31.064,مركز أشمون
Qoulengeil,قولنجيل,31.076,31.42,قسم ثان المنصورة
Koumbaniya Abu Qir,قومبانيةأبوقير,31.23,30.095,مركز كفر الدوار
Koumbaniya Louqin,قومبانيةلوقين,31.066,30.169,مركز كفر الدوار
Qouna,قونة,31.033,30.824,مركز قلين
Qouweisna El-Balad,قويسنا البلد,30.565,31.164,مركز قويسنا
Katamet El-Sharqiya,كتامة الشرقية,31.149,31.425,مركز طلخا
Katamet El-Ghaba,كتامة الغابة,30.925,30.891,مركز بسيون
Katibet El-Geish,كتيبة الجيش,30.733,32.662,قسم القنطرة شرق
Kahk,كحك,29.412,30.632,مركز يوسف الصديق
Kahil,كحيل,31.383,31.728,مركز كفر سعد
Karadis,كراديس,30.698,31.425,مركز ديرب نجم
Kardasa,كرداسة,30.027,31.121,مركز كرداسة
Kardous,كردوس,26.934,31.421,مركز صدفا
Kurdida,كرديدة,30.542,31.313,مركز منيا القمح
Karam El-Gedida,كرم الجديدة,31.041,31.584,مركز المنصورة
Karam Omran,كرمعمران,26.065,32.807,مركز قنا
Karmoz Sharq,كرموز شرق,31.181,29.9,قسم كرموز
Karmoz Gharb,كرموز غرب,31.178,29.898,قسم كرموز
Kashtamanna Sharq,كشتمنةشرق,24.61,32.949,مركز نصر
Kashtamanna Gharb,كشتمنةغرب,24.615,32.939,مركز نصر
Kashuk Omeira,كشوك عميرة,31.107,27.729,قسم مرسى مطروح
Kashik,كشيك,30.524,31.59,مركز أبو حماد
Kafr Abu Seir,كفر ابو صير,30.15,31.374,قسم المرج
Kafr Abu Tabl,كفر أبو طبل,31.085,30.944,مركز كفر الشيخ
Kafr Abu Ali,كفر أبو على,31.152,31.596,مركز دكرنس
Kafr Abu Shahata,كفر أبوشحاتة,30.556,31.403,مركز منيا القمح
Kafr Abu Shawarib,كفر أبوشوارب,30.986,31.406,مركز المنصورة
Kafr El-Basha,كفر الباشا,30.166,31.386,قسم المرج
Kafr El-Haj Azab,كفر الحاج عزب,30.845,31.449,مركز السنبلاوين
Kafr El-Khouzam,كفر الخوزام,31.076,31.324,مركز طلخا
Kafr El-Sallawi,كفر السلاوى,30.469,31.581,مركز بلبيس
Kafr El-Sawaki,كفر السواقى,30.69,31.738,مركز أبوكبير
Kafr El-Shawishiya,كفر الشاويشية,30.571,31.482,مركز الزقازيق
Kafr El-Shaheed Mostafa Hamouda,كفر الشهيد مصطفى حمودة,30.857,31.369,مركز السنبلاوين
Kafr El-Shorbagy,كفر الشوربجى,30.819,30.865,مركز كفر الزيات
Kafr El-Sheikh Ismail,كفر الشيخ إسماعيل,30.078,31.219,قسم امبابه
Kafr El-Salheen El-Bahary,كفر الصالحين البحرى,28.603,30.662,مركز مغاغة
