shi_en,shi_ar,shi_lat,shi_lon,dis_en,dis_ar,slug,dis_lat,dis_lon,gov_en,gov_ar
Tohna El-Gabal,طهنا الجبل,28.197,30.769,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
Tohansha,طهنشا,28.036,30.739,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
Tohway,طهواي,30.823,31.392,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Tohway,طهواي,30.363,30.863,Ashmun,مركز أشمون,ashmun-eg1703,30.299,31.008,Menoufia,المنوفية
Tawahin Akrash,طواحينأكراش,30.769,31.542,El-Ibrahimiya,مركز الأبراهيمية,el-ibrahimiya-eg1317,30.732,31.564,Sharkia,الشرقية
Toug Tanbasha,طوجطنبشا,30.614,31.12,Birkat Al-Sab,مركز بركة السبع,birkat-al-sab-eg1706,30.651,31.108,Menoufia,المنوفية
Toukh,طوخ,27.7,30.81,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,Menia,المنيا
Toukh,طوخ,25.951,32.742,Naqada,مركز نقادة,naqada-eg2709,25.89,32.711,Qena,قنا
Toukh El-Aqlam,طوخ الأقلام,30.869,31.445,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Toukh El-Kheil,طوخ الخيل,28.11,30.661,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
Toukh al-Qaramous,طوخ القراموس,30.685,31.664,Abu Kabir,مركز أبوكبير,abu-kabir-eg1305,30.733,31.69,Sharkia,الشرقية
Toukh Dalka,طوخدلكة,30.651,30.922,Tala,مركز تلا,tala-eg1707,30.67,30.946,Menoufia,المنوفية
Toukh Mazeed,طوخمزيد,30.841,31.094,Santa,مركز السنطة,santa-eg1604,30.773,31.119,Gharbia,الغربية
Touson,طوسون,30.077,31.241,Rud Al-Farag,قسم روضالفرج,rud-al-farag-eg0120,30.075,31.238,Cairo,القاهرة
Toulon,طولون,30.028,31.249,Sayyida Zainab,قسم السيدة زينب,sayyida-zainab-eg0107,30.03,31.242,Cairo,القاهرة
Toha,طوه,29.028,30.99,Biba,مركز ببا,biba-eg2207,28.951,30.967,Beni Suef,بنى سويف
Toha,طوه,28.083,30.691,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
Tuwaihir,طويحر,30.584,31.647,Abu Hammad,مركز أبو حماد,abu-hammad-eg1304,30.543,31.649,Sharkia,الشرقية
Tawila Nashart,طويلةنشرت,31.11,30.844,Qillin,مركز قلين,qillin-eg1509,31.085,30.817,Kafr El-Shikh,كفر الشيخ
Tiba,طيبة,30.848,30.47,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Dahr al-Temsah,ظهر التمساح,30.928,30.72,Itay Al-Barud,مركز إيتاى البارود,itay-al-barud-eg1807,30.886,30.656,Behera,البحيرة
Dahr Sharab,ظهرشرب,30.439,31.313,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,Sharkia,الشرقية
Amer,عامر,26.671,31.585,Al-Maragha,مركز المراغة,al-maragha-eg2606,26.669,31.588,Suhag,سوهاج
Amereya al-Fayoum,عامريه الفيوم,29.336,30.893,Fayyum,مركز الفيوم,fayyum-eg2302,29.3,30.955,Fayoum,الفيوم
Aisha Abd al-Rahman,عائشة عبد الرحمن,26.762,28.047,Al Farafra Oasis,مركز الفرافرة,al-farafra-oasis-eg3203,27.205,26.76,New Valley,الوادى الجديد
Abbad Sharouna,عبادشارونة,28.59,30.828,Markz Maghagha,مركز مغاغة,markz-maghagha-eg2410,28.641,30.794,Menia,المنيا
Abbasa,عباسة,25.91,32.782,Qus,مركز قوص,qus-eg2707,25.857,32.789,Qena,قنا
Abd al-Salam Aref,عبد السلام عارف,25.306,30.877,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Abd al-Magid al-Gafil,عبد المجيد الجفيل,26.87,27.848,Al Farafra Oasis,مركز الفرافرة,al-farafra-oasis-eg3203,27.205,26.76,New Valley,الوادى الجديد
Abd al-Na'im,عبد النعيم,30.075,31.208,Imbaba,قسم امبابه,imbaba-eg2101,30.083,31.21,Giza,الجيزة
Abd al-Magid Morsi,عبد المجيدمرسي,30.586,30.735,Badr,مركز بدر,badr-eg1818,30.547,30.679,Behera,البحيرة
Abd al-Halim,عبد الحليم,30.436,29.908,Nubariyya West,قسم غرب النوبارية,nubariyya-west-eg1817,30.425,29.897,Behera,البحيرة
Abd al-Hay Shalaby,عبدالحي شلبي,30.963,31.177,El Mahalla El Kobra 1,قسم أول المحلة الكبرى,el-mahalla-el-kobra-1-eg1605,30.972,31.172,Gharbia,الغربية
Abd al-Raqib,عبد الرقيب,30.79,30.061,Abu-l-Matamir,مركز ابوالمطامير,abu-l-matamir-eg1803,30.773,30.144,Behera,البحيرة
Abd al-Salam Aref,عبدالسلام عارف,30.577,30.641,Badr,مركز بدر,badr-eg1818,30.547,30.679,Behera,البحيرة
Abd al-Magid Saleh,عبدالمجيد صالح,30.712,30.58,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Abn Umm al-Saghir,عبن أم الصغير,25.813,29.168,A-Dakhla Oasis,مركز الوحات الداخلة,a-dakhla-oasis-eg3202,24.803,27.209,New Valley,الوادى الجديد
Othman ibn Affan,عثمان بن عفان,30.621,30.656,Badr,مركز بدر,badr-eg1818,30.547,30.679,Behera,البحيرة
Othman ibn Affan,عثمان بن عفان,26.896,28.014,Al Farafra Oasis,مركز الفرافرة,al-farafra-oasis-eg3203,27.205,26.76,New Valley,الوادى الجديد
Othman ibn Affan,عثمان بن عفان,26.654,31.477,Guhayna Al-Gharbiyya,مركز جهينة الغربية,guhayna-al-gharbiyya-eg2611,26.689,31.471,Suhag,سوهاج
Agroud,عجرود,30.072,32.281,Ataqa,قسم عتاقة,ataqa-eg0403,29.539,32.128,Suez,السويس
Adly,عدلي,31.27,32.295,Al-Munakh,قسم المناخ,al-munakh-eg0303,31.265,32.287,Port Said,بورسعيد
Adnan Madany,عدنان مدنى,30.3,30.49,Wadi Al-NatrUn,مركز وادى النطرون,wadi-al-natrun-eg1814,30.43,30.313,Behera,البحيرة
Araba Abu Dahab,عرابةأبودهب,26.589,31.591,Suhag,مركز سوهاج,suhag-eg2603,26.547,31.655,Suhag,سوهاج
Araba Abydos,عرابةأبيدوس,26.193,31.925,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Araby,عرابى,30.056,31.244,Al Azbakiyya,قسم الأزبكية,al-azbakiyya-eg0113,30.06,31.246,Cairo,القاهرة
Aramiya al-Khudairi,عرامية الخضيري,27.48,30.754,Dayrut,مركز ديروط,dayrut-eg2510,27.537,30.782,Assiut,أسيوط
Aramiya al-Diwan,عرامية الديوان,27.442,30.737,Al-Qusia,مركز القوصية,al-qusia-eg2509,27.403,30.826,Assiut,أسيوط
Arab al-Atawla,عرب الأطاولة,26.552,31.714,Akhmim,مركز أخميم,akhmim-eg2604,26.551,31.715,Suhag,سوهاج
Arab al-Gahma,عرب الجهمة,27.4,30.756,Al-Qusia,مركز القوصية,al-qusia-eg2509,27.403,30.826,Assiut,أسيوط
Arab al-Hesar al-Bahariya,عرب الحصار البحرية,29.627,31.331,Saf,مركز الصف,saf-eg2111,29.62,31.305,Giza,الجيزة
Arab al-Rawashda,عرب الرواشدة,30.397,31.237,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Arab al-Amayem,عرب العمايم,27.304,30.93,Manfalut,مركز منفلوط,manfalut-eg2512,27.294,30.951,Assiut,أسيوط
Arab al-Ayayda,عرب العيايدة,30.192,31.351,Al Khanka,مركز الخانكة,al-khanka-eg1403,30.231,31.358,Kalyoubia,القليوبية
Arab al-Ghidairi,عرب الغديري,30.352,31.271,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Araba al-Tawila,عربا الطاولة,27.251,31.205,Alfath,مركز الفتح,alfath-eg2513,27.218,31.212,Assiut,أسيوط
Arab Abu Tawila,عربأبوطويلة,30.138,31.312,Al Matariyya,قسم المطرية,al-matariyya-eg0125,30.128,31.304,Cairo,القاهرة
Arab al-Hesar,عرب الحصار,29.605,31.317,Saf,مركز الصف,saf-eg2111,29.62,31.305,Giza,الجيزة
Arab al-Hosn,عرب الحصن,30.131,31.306,Al Matariyya,قسم المطرية,al-matariyya-eg0125,30.128,31.304,Cairo,القاهرة
Arab al-Raml,عرب الرمل,30.522,31.143,Quwisna,مركز قويسنا,quwisna-eg1708,30.56,31.163,Menoufia,المنوفية
Arab al-Sha'ara,عرب الشعارة,30.189,31.278,Shibin al-Qanatir,مركز شبين القناطر,shibin-al-qanatir-eg1405,30.296,31.307,Kalyoubia,القليوبية
Arab al-Shanabla,عرب الشنابلة,27.308,31.03,Abnub,مركز أبنوب,abnub-eg2504,27.295,31.106,Assiut,أسيوط
Arab al-Sawalha,عرب الص والحة,30.304,31.344,Shibin al-Qanatir,مركز شبين القناطر,shibin-al-qanatir-eg1405,30.296,31.307,Kalyoubia,القليوبية
Arab al-Abayda,عرب العبايدة,29.588,31.319,Saf,مركز الصف,saf-eg2111,29.62,31.305,Giza,الجيزة
Arab al-Atiyat al-Bahariya,عرب العطيات البحرية,27.31,31.071,Abnub,مركز أبنوب,abnub-eg2504,27.295,31.106,Assiut,أسيوط
Arab al-Olayqat,عرب العليقات,30.283,31.379,Al Khanka,مركز الخانكة,al-khanka-eg1403,30.231,31.358,Kalyoubia,القليوبية
Arab al-Faddan,عرب الفدان,30.551,31.675,Abu Hammad,مركز أبو حماد,abu-hammad-eg1304,30.543,31.649,Sharkia,الشرقية
Arab al-Yasar,عرب اليسار,30.023,31.262,Al Khalifa,قسم الخليفة,al-khalifa-eg0108,30.01,31.296,Cairo,القاهرة
Arab Bakhawag,عرببخواج,26.81,31.501,Tahta,مركز طهطا,tahta-eg2614,26.785,31.42,Suhag,سوهاج
Arab Matir,عربمطير,27.257,31.225,Alfath,مركز الفتح,alfath-eg2513,27.218,31.212,Assiut,أسيوط
Araban al-Anbaqiya wal-Manayef wal-Huwaitat,عربان العنبقية والمنايف والحويطات,29.695,32.367,Ataqa,قسم عتاقة,ataqa-eg0403,29.539,32.128,Suez,السويس
Oroug,عروج,30.997,33.801,El Arish 3,قسم ثالث العريش,el-arish-3-eg3403,30.995,33.777,North Sinai,شمال سيناء
Aryan,عريان,31.268,30.565,Fuwwa,مركز فوه,fuwwa-eg1508,31.232,30.564,Kafr El-Shikh,كفر الشيخ
Ezab Abu Mandour,عزبأبومندور,31.238,30.71,Disuq,مركز دسوق,disuq-eg1506,31.15,30.72,Kafr El-Shikh,كفر الشيخ
Ezab al-Awqaf,عزب الأوقاف,31.107,30.496,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezab al-Basarta,عزب البصارطة,31.373,31.806,Dumyat,مركز دمياط,dumyat-eg1102,31.44,31.842,Damietta,دمياط
Ezab al-Khalig Bahari,عزبالخليج بحري,31.415,30.512,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,Kafr El-Shikh,كفر الشيخ
Ezab al-Khalig,عزب الخليج,31.412,30.487,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,Kafr El-Shikh,كفر الشيخ
Ezab al-Zawamel,عزب الزوامل,31.231,30.636,Disuq,مركز دسوق,disuq-eg1506,31.15,30.72,Kafr El-Shikh,كفر الشيخ
Ezab al-Shabasiya,عزب الشباسية,31.17,30.795,Disuq,مركز دسوق,disuq-eg1506,31.15,30.72,Kafr El-Shikh,كفر الشيخ
Ezab al-Arab,عزب العرب,30.957,31.313,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Ezab al-Gharb,عزب الغرب,31.36,30.478,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,Kafr El-Shikh,كفر الشيخ
Ezab al-Qasr,عزب القصر,25.899,28.868,A-Dakhla Oasis,مركز الوحات الداخلة,a-dakhla-oasis-eg3202,24.803,27.209,New Valley,الوادى الجديد
Ezab al-Nahda,عزب النهضة,31.384,31.792,Dumyat,مركز دمياط,dumyat-eg1102,31.44,31.842,Damietta,دمياط
Ezab al-Waqf Bahari,عزب الوقف بحري,31.42,30.454,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,Kafr El-Shikh,كفر الشيخ
Ezab al-Waqf Qibli,عزب الوقفقبلي,31.38,30.434,Mitubas,مركز مطوبس,mitubas-eg1510,31.383,30.47,Kafr El-Shikh,كفر الشيخ
Ezab Umm al-Rizq,عزبأم الرزق,31.332,31.563,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Ezab Amin Sayed Ahmed,عزب أمين سيد أحمد,31.145,30.394,Abu Hummus,مركز ابوحمص,abu-hummus-eg1804,31.106,30.31,Behera,البحيرة
Ezab Basantawy,عزببسنتاوي,31.146,30.452,Al-Mahmudiyya,مركز المحمودية,al-mahmudiyya-eg1806,31.197,30.488,Behera,البحيرة
Ezab Tal Bani Omran,عزبتلبنيعمران,27.689,30.838,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,Menia,المنيا
Ezab Dafshou,عزبدفشو,31.202,30.119,Kafr Al-Dawwar,مركز كفر الدوار,kafr-al-dawwar-eg1812,31.129,30.038,Behera,البحيرة
Ezab Shubra Damanhour,عزب شبرا دمنهور,31.05,30.438,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezab Sherket al-Ittihad,عزبشركة الاتحاد,30.913,30.461,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Ezab Qabil,عزبقابيل,31.108,30.429,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezab Qortasa wa Tamos,عزبقرطساوطاموس,31.007,30.472,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezab Naqraha,عزبنقرها,31.045,30.496,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet al-Baz,عزبة الباز,31.196,31.642,Zarqa,مركز الزرقا,zarqa-eg1107,31.209,31.649,Damietta,دمياط
Ezbet al-Bousa,عزبة البوصة,26.074,32.308,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Ezbet al-Gaza'er,عزبة الجزائر,28.355,28.954,Bahariya Oasis,قسم الواحاتالبحرية,bahariya-oasis-eg2114,28.452,28.836,Giza,الجيزة
Ezbet al-Rakha,عزبة الرخا,25.781,28.868,A-Dakhla Oasis,مركز الوحات الداخلة,a-dakhla-oasis-eg3202,24.803,27.209,New Valley,الوادى الجديد
Ezbet al-Qasy Matroud wa Tashmal Ezbet Abdallah al-Maqrihy,عزبة القاسى مطرود وتشمل عزبة عبدالله المقريحى,30.856,30.585,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Ezbet al-Lawzy,عزبة اللوزى,31.339,31.684,Kafr Sad,مركز كفر سعد,kafr-sad-eg1104,31.359,31.603,Damietta,دمياط
Ezbet al-Nozha,عزبة النزهه,31.208,29.968,Sidi Gabir,قسم سيدى جابر,sidi-gabir-eg0203,31.216,29.949,Alexandria,الاسكندرية
Ezbet al-Hagana,عزبة الهجانة,30.065,31.397,Nasr City,قسم أول مدينة نصر,nasr-city-eg0126,30.032,31.369,Cairo,القاهرة
Ezbet Rady,عزبة راضي,30.956,30.543,Itay Al-Barud,مركز إيتاى البارود,itay-al-barud-eg1807,30.886,30.656,Behera,البحيرة
Ezbet Ain al-Qasir,عزبة عين القصير,28.391,28.756,Bahariya Oasis,قسم الواحاتالبحرية,bahariya-oasis-eg2114,28.452,28.836,Giza,الجيزة
Ezbet Mawoud,عزبة ماوود,28.541,28.82,Bahariya Oasis,قسم الواحاتالبحرية,bahariya-oasis-eg2114,28.452,28.836,Giza,الجيزة
Ezbet Saad,عزبة سعد,31.211,29.947,Sidi Gabir,قسم سيدى جابر,sidi-gabir-eg0203,31.216,29.949,Alexandria,الاسكندرية
Ezbet Ibrahim Agha,عزبةابراهيمأغا,31.027,30.657,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet al-Abriqgy,عزبة الأبريقجي,31.06,30.557,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet al-Ashrak,عزبة الأشراك,31.063,30.637,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet al-Aqbat,عزبة الأقباط,26.911,31.495,Al- Badari,مركز البدارى,al-badari-eg2506,26.946,31.456,Assiut,أسيوط
Ezbet al-Bakawat,عزبة البكوات,31.085,30.595,Al-Rahmaniyya,مركز الرحمانية,al-rahmaniyya-eg1815,31.106,30.584,Behera,البحيرة
Ezbet al-Bousa,عزبة البوصة,26.089,32.059,Abu Tisht,مركز أبو طشت,abu-tisht-eg2703,26.13,32.086,Qena,قنا
Ezbet al-Goukhdar,عزبة الجوخدار,30.974,30.665,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet al-Khalil Ibrahim,عزبةالخليل ابراهيم,28.444,30.824,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,Menia,المنيا
Ezbet al-Darwish,عزبة الدرويش,31.075,30.461,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet al-Sarw,عزبة السرو,30.991,30.51,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet al-Salanlaki,عزبة السلانلكي,31.008,30.555,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet al-Shamashargy,عزبة الشماشرجي,30.992,30.633,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet al-Shantour,عزبة الشنطور,28.978,30.838,Sumusta,مركز سمسطا,sumusta-eg2208,28.951,30.866,Beni Suef,بنى سويف
Ezbet al-Tarana,عزبة الطرانة,30.441,30.824,Sadat City,مركز السادات,sadat-city-eg1711,30.358,30.661,Menoufia,المنوفية
Ezbet al-Tawabra,عزبة الطوابرة,31.168,31.962,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Ezbet al-Teiriya,عزبة الطيرية,30.842,30.561,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Ezbet al-Arab,عزبة العرب,30.049,31.297,Madinat Nasr-2,قسم ثانمدينةنصر,madinat-nasr-2-eg0127,30.048,31.309,Cairo,القاهرة
Ezbet al-Qawiya,عزبة القاوية,26.86,31.413,Tama,مركز طما,tama-eg2613,26.874,31.422,Suhag,سوهاج
Ezbet al-Qamadair,عزبة القمادير,28.244,30.614,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Ezbet al-Kanisa,عزبة الكنيسة,30.965,30.663,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet al-Magd,عزبة المجد,31.074,30.656,Al-Rahmaniyya,مركز الرحمانية,al-rahmaniyya-eg1815,31.106,30.584,Behera,البحيرة
Ezbet al-Manshawy al-Lahhah,عزبة المنشاوي اللحاح,30.803,30.486,Al-Dilingat,مركز الدلنجات,al-dilingat-eg1805,30.81,30.49,Behera,البحيرة
Ezbet al-Nakhl,عزبة النخل,30.137,31.32,Marg,قسم المرج,marg-eg0136,30.156,31.346,Cairo,القاهرة
Ezbet Badr al-Din,عزبة بدر الدين,31.099,30.395,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet Badawy,عزبةبدوي,31.225,31.138,Biyalu,مركز بيلا,biyalu-eg1504,31.32,31.248,Kafr El-Shikh,كفر الشيخ
Ezbet Bastara,عزبةبسطرة,31.093,30.439,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Ezbet Bishara Hanna,عزبةبشارةحنا,31.023,30.645,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
Ezbet Telt,عزبةتلت,28.879,30.836,Al Fashn,مركز الفشن,al-fashn-eg2204,28.809,30.827,Beni Suef,بنى سويف
Ezbet Gabril,عزبةجبريل,29.969,31.264,Basatin,قسم البساتين,basatin-eg0135,29.98,31.293,Cairo,القاهرة
Ezbet Gergis Nakhla,عزبةجرجسنخلة,31.127,30.591,Al-Rahmaniyya,مركز الرحمانية,al-rahmaniyya-eg1815,31.106,30.584,Behera,البحيرة
Ezbet Galal,عزبةجل ال,27.724,30.746,Markz Mallawi,مركز ملوى,markz-mallawi-eg2412,27.775,30.801,Menia,المنيا
Ezbet Hassan Ali Hamza,عزبة حسن علي حمزة,30.743,30.75,Kum Hamada,مركز كوم حمادة,kum-hamada-eg1813,30.654,30.774,Behera,البحيرة
Ezbet Hassan Qaboudan,عزبةحسنقبودان,31.12,30.624,Al-Rahmaniyya,مركز الرحمانية,al-rahmaniyya-eg1815,31.106,30.584,Behera,البحيرة
Ezbet Hussein al-Deeb,عزبةحسين الديب,30.966,30.72,Shubra Khit,مركز شبراخيت,shubra-khit-eg1810,31.003,30.679,Behera,البحيرة
