neighborhood_en,neighborhood_ar,lat,lon,district_id,district_en,district_ar,governorate_en,governorate_ar
Gheit El-Enab Sharq,غيط العنبشرق,31.178,29.91,karmuz-eg0208,Karmuz,قسم كرموز,Alexandria,الاسكندرية
Gheit El-Enab Gharb,غيط العنبغرب,31.175,29.899,karmuz-eg0208,Karmuz,قسم كرموز,Alexandria,الاسكندرية
Fares,فارس,24.564,32.893,kum-umbu-eg2804,Kum Umbu,مركز كوم امبو,Aswan,أسوان
Fanous,فانوس,29.537,30.966,tamya-eg2306,Tamya,مركز طامية,Fayoum,الفيوم
Fau Bahari,فاوبحري,26.094,32.357,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Fau Gharb,فاوغرب,26.901,31.47,tama-eg2613,Tama,مركز طما,Suhag,سوهاج
Fau Gharb,فاوغرب,26.095,32.398,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Fau Qibli,فاوقبلي,26.113,32.393,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Faw Geli,فاوجلي,26.688,31.669,saqulta-eg2612,Saqulta,مركز ساقلته,Suhag,سوهاج
Fakhr El-Din,فخر الدين,31.023,33.806,el-arish-3-eg3403,El Arish 3,قسم ثالث العريش,North Sinai,شمال سيناء
Fadimein,فديمين,29.386,30.764,sinuras-eg2305,Sinuras,مركز سنورس,Fayoum,الفيوم
Farasha,فراشة,30.665,31.734,abu-kabir-eg1305,Abu Kabir,مركز أبوكبير,Sharkia,الشرقية
Farag,فرج,31.267,30.927,riyad-eg1512,Riyad,مركز الرياض,Kafr El-Shikh,كفر الشيخ
Farsis,فرسيس,30.681,31.484,zaqaziq-eg1303,Zaqaziq,مركز الزقازيق,Sharkia,الشرقية
Farsis,فرسيس,30.406,31.214,banha-eg1402,Banha,مركز بنها,Kalyoubia,القليوبية
Farsis,فرسيس,30.659,31.235,zifta-eg1609,Zifta,مركز زفتى,Gharbia,الغربية
Farghan,فرغان,30.705,31.447,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Farqas,فرقص,29.428,30.984,tamya-eg2306,Tamya,مركز طامية,Fayoum,الفيوم
Farnawi,فرنوي,30.994,30.65,shubra-khit-eg1810,Shubra Khit,مركز شبراخيت,Behera,البحيرة
Fazara,فزارة,31.263,30.502,al-mahmudiyya-eg1806,Al-Mahmudiyya,مركز المحمودية,Behera,البحيرة
Fazara,فزارة,28.994,30.922,biba-eg2207,Biba,مركز ببا,Beni Suef,بنى سويف
Fazara,فزارة,27.462,30.825,al-qusia-eg2509,Al-Qusia,مركز القوصية,Assiut,أسيوط
Fazara bel-Qarya,فزارةب القرية,26.695,31.523,al-maragha-eg2606,Al-Maragha,مركز المراغة,Suhag,سوهاج
Fatira,فطيرة,24.626,32.933,kum-umbu-eg2804,Kum Umbu,مركز كوم امبو,Aswan,أسوان
Falasteen,فلسطين,30.564,30.598,badr-eg1818,Badr,مركز بدر,Behera,البحيرة
Flameng,فلمنج,31.236,29.958,al-raml-eg0202,Al Raml,قسم أول الرمل,Alexandria,الاسكندرية
Fam El-Khalig wa Deir El-Nuhas,فم الخليجودير النحاس,30.019,31.231,misr-al-qadima-eg0106,Misr Al-Qadima,مصرالقديمة,Cairo,القاهرة
Fanar wa Bir Abu El-Darag,فنار وبير أبو الدرج,29.539,32.128,ataqa-eg0403,Ataqa,قسم عتاقة,Suez,السويس
Fanara,فنارة,30.266,32.375,fayid-eg1907,Fayid,مركز فايد,Ismailia,الإسماعيلية
Foka,فوكة,31.065,28.009,daba-eg3304,Daba,مركز الضبعة,Matrouh,مطروح
Fisha El-Sughra wa Hessetha,فيشا الصغريوحصتها,30.411,30.991,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Fisha El-Kubra,فيشا الكبري,30.419,30.946,minuf-eg1709,Minuf,مركز منوف,Menoufia,المنوفية
Fisha Belkha,فيشابلخة,31.129,30.557,al-mahmudiyya-eg1806,Al-Mahmudiyya,مركز المحمودية,Behera,البحيرة
Fisha Bana,فيشابنا,30.81,31.271,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Fisha Selim,فيشاسليم,30.769,30.976,tanta-eg1603,Tanta,مركز طنطا,Gharbia,الغربية
Qabil,قابيل,31.1,30.408,damanhur-eg1802,Damanhur,مركز دمنهور,Behera,البحيرة
Qadous,قادوس,30.816,30.647,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
Qaret Umm El-Saghir,قارةأم الصغير,28.935,25.443,siwa-eg3306,Siwa,مركز سيوة,Matrouh,مطروح
Qaroun,قارون,29.392,30.483,yousef-el-sadeq-eg2307,Yousef El sadeq,مركز يوسف الصديق,Fayoum,الفيوم
Qatiya,قاطية,30.948,32.754,rummana-eg3410,Rummana,قسم رمانة,North Sinai,شمال سيناء
Qafla,قافلة,31.125,30.288,abu-hummus-eg1804,Abu Hummus,مركز ابوحمص,Behera,البحيرة
Qawisha,قاويشة,30.768,31.495,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Qay,قاي,29.142,30.981,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Qaytbay,قايتباي,30.045,31.275,minshat-nasir-eg0134,Minshat Nasir,منشأةناصر,Cairo,القاهرة
Qabr Ameir,قبرعمير,30.977,33.841,shaykh-zuwayd-eg3408,Shaykh Zuwayd,قسم الشيخ زويد,North Sinai,شمال سيناء
Qabrit,قبريط,31.237,30.584,fuwwa-eg1508,Fuwwa,مركز فوه,Kafr El-Shikh,كفر الشيخ
Qabw El-Mallaha,قب والملاح,31.197,29.886,al-gumruk-eg0210,Al Gumruk,قسم الجمرك,Alexandria,الاسكندرية
Qubour El-Omaraa,قبور الأمراء,30.765,30.559,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
Qahafa,قحافة,30.774,30.997,tanta-2-eg1602,Tanta 2,قسم ثان طنطا,Gharbia,الغربية
Qahafa,قحافه,29.292,30.885,fayyum-eg2301,Fayyum,قسم الفيوم,Fayoum,الفيوم
Qaraga,قراجة,30.828,31.753,kafr-saqr-eg1313,Kafr Saqr,مركز كفر صقر,Sharkia,الشرقية
Qaraga,قراجة,31.13,30.984,kafr-al-shaykh-eg1502,Kafr Al-Shaykh,مركز كفر الشيخ,Kafr El-Shikh,كفر الشيخ
Qaraqas,قراقص,31.036,30.52,damanhur-eg1802,Damanhur,مركز دمنهور,Behera,البحيرة
Qarsha,قرشة,24.644,32.948,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
Qurtasa,قرطسا,31.053,30.454,damanhur-eg1801,Damanhur,قسم دمنهور,Behera,البحيرة
Qarqarous,قرقارص,27.132,31.254,assuit-eg2503,Assuit,مركز أسيوط,Assiut,أسيوط
Qarqashanda,قرقشندة,30.305,31.173,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
Qarqeera,قرقيرة,30.846,31.387,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
Qarmala,قرملة,30.418,31.433,bilbis-eg1308,Bilbis,مركز بلبيس,Sharkia,الشرقية
Qarmout El-Bahw,قرموط البهو,30.964,31.363,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Qarmout Sahabra,قرموطصهبرة,30.76,31.393,dyarb-nigm-eg1310,Dyarb Nigm,مركز ديرب نجم,Sharkia,الشرقية
Qarnasho,قرنشو,30.923,30.84,basyun-eg1608,Basyun,مركز بسيون,Gharbia,الغربية
Qaranfil,قرنفيل,30.277,31.167,qanatir-al-khayriyya-eg1404,Qanatir Al-Khayriyya,مركز القناطر الخيرية,Kalyoubia,القليوبية
Qura El-Ganoub - Juz',قرى الجنوب - جزء,30.993,32.254,al-ganoub-2-eg0311,Al-Ganoub 2,قسم ثان الجنوب,Port Said,بورسعيد
Qura El-Ganoub - Juz' Yanba'u Tawabe' Tusamma El-Siddiq,قرى الجنوب - جزء_ينبعه توابع تسمى الصديق,31.141,32.291,al-ganoub-eg0306,Al-Ganoub,قسم الجنوب,Port Said,بورسعيد
Qarya,قرية,30.156,33.6,al-hasna-eg3406,Al-Hasna,قسم الحسنة,North Sinai,شمال سيناء
Qarya 1,قرية 1,25.409,32.482,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Qarya 2,قرية 2,25.411,32.461,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Qarya 3,قرية 3,25.394,32.47,isna-eg2705,Isna,مركز إسنا,Qena,قنا
Qaryet 5 El-Aqdam,قرية 5 الاقدام,28.686,30.66,markz-al-idwa-eg2405,Markz Al Idwa,مركز العدوة,Menia,المنيا
Qaryet 6 El-Nasr,قرية 6 النصر,28.651,30.649,markz-al-idwa-eg2405,Markz Al Idwa,مركز العدوة,Menia,المنيا
Qaryet El-Qasabi Sharq,قرية القصبى شرق,31.089,32.092,al-husayniya-eg1306,Al-Husayniya,مركز الحسينية,Sharkia,الشرقية
Qaryet El-Malha,قرية المالحة,29.299,33.73,ras-sidr-eg3502,Ras Sidr,قسم رأس سدر,South Sinai,جنوب سيناء
Qaryet El-Wadi,قرية الوادى,28.402,33.637,al-tur-eg3501,Al-Tur,قسم الطور,South Sinai,جنوب سيناء
Qaryet Ras Masalla,قرية رأس مسلة,29.816,32.629,ras-sidr-eg3502,Ras Sidr,قسم رأس سدر,South Sinai,جنوب سيناء
Qaryet Taba,قرية طابا,29.513,34.85,taba-eg3508,Taba,قسم طابا,South Sinai,جنوب سيناء
Qaryet Feiran,قرية فيران,28.848,33.583,abu-radis-eg3503,Abu Radis,قسم أبو رديس,South Sinai,جنوب سيناء
Qaryet Wadi Gharandal,قرية وادى غرندل,29.24,32.922,abu-radis-eg3503,Abu Radis,قسم أبو رديس,South Sinai,جنوب سيناء
Qaryet Madinet El-Samad,قريةمدينة السماد,29.587,32.35,ataqa-eg0403,Ataqa,قسم عتاقة,Suez,السويس
Qaryet Mit Abu El-Koum El-Gedida,قرية ميت أبو الكوم الجديدة,30.381,32.432,qantara-sharq-al-eg1908,"Qantara Sharq, al-",قسم القنطرة شرق,Ismailia,الإسماعيلية
Qaryet Wasit,قريةواسط,29.077,34.648,nuweiba-eg3507,Nuweiba,قسم نويبع,South Sinai,جنوب سيناء
Qaryet Sarsaq,قريه سرسق,31.07,31.366,talkha-eg1211,Talkha,مركز طلخا,Dakahlia,الدقهلية
Qozman,قزمان,31.091,30.797,qillin-eg1509,Qillin,مركز قلين,Kafr El-Shikh,كفر الشيخ
Qusta,قسطا,30.899,30.803,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Qastal,قسطل,24.419,33.011,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
Qastil,قسطيل,22.624,32.599,abu-simbel-eg2807,Abu Simbel,مركز أبوسنبل,Aswan,أسوان
Qism El-Khusus,قسم الخصوص,30.157,31.318,khsos-eg1412,Khsos,قسم الخصوص,Kalyoubia,القليوبية
Qism El-Mansoura,قسم المنصورة,31.059,31.41,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Qism Awwal,قسم اول,29.31,30.828,fayyum-eg2301,Fayyum,قسم الفيوم,Fayoum,الفيوم
Qism Awwal,قسم اول,28.097,30.748,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
Qism Awwal,قسم اول,27.74,30.822,kesm-mallawi-eg2411,Kesm Mallawi,قسم ملوى,Menia,المنيا
Qism Awwal,قسم اول,26.186,32.724,qina-eg2701,Qina,قسم قنا,Qena,قنا
Qism Awwal,قسم أول,29.969,32.572,suez-eg0401,Suez,قسم السويس,Suez,السويس
Qism Awwal El-Arish,قسم أول العريش,31.139,33.805,el-arish-1-eg3401,El Arish 1,قسم أول العريش,North Sinai,شمال سيناء
Qism Awwal Mit Talkha,قسم اول ميت طلخا,31.049,31.394,el-mansora-1-eg1201,El Mansora 1,قسم اول المنصورة,Dakahlia,الدقهلية
Qism Thalith,قسم ثالث,29.962,32.525,al-arbiin-eg0402,Al-Arbiin,قسم الأربعين,Suez,السويس
Qism Thalith,قسم ثالث,29.327,30.861,fayyum-eg2301,Fayyum,قسم الفيوم,Fayoum,الفيوم
Qism Thalith,قسم ثالث,28.115,30.743,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
Qism Thalith,قسم ثالث,27.723,30.836,kesm-mallawi-eg2411,Kesm Mallawi,قسم ملوى,Menia,المنيا
Qism Thalith,قسم ثالث,26.169,32.688,qina-eg2701,Qina,قسم قنا,Qena,قنا
Qism Thalith El-Rayhan,قسم ثالث الريحان,31.038,31.369,el-mansora-1-eg1201,El Mansora 1,قسم اول المنصورة,Dakahlia,الدقهلية
Qism Than,قسم ثان,29.953,32.571,suez-eg0401,Suez,قسم السويس,Suez,السويس
Qism Than,قسم ثان,28.092,30.762,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
Qism Than,قسم ثان,27.738,30.86,kesm-mallawi-eg2411,Kesm Mallawi,قسم ملوى,Menia,المنيا
Qism Than,قسم ثان,26.16,32.717,qina-eg2701,Qina,قسم قنا,Qena,قنا
Qism Than El-Hiwar,قسم ثان الحوار,31.045,31.377,el-mansora-1-eg1201,El Mansora 1,قسم اول المنصورة,Dakahlia,الدقهلية
Qism Than El-Arish,قسم ثان العريش,31.117,33.733,el-arish-2-eg3402,El Arish 2,قسم ثان العريش,North Sinai,شمال سيناء
Qism Thani,قسم ثانى,29.322,30.84,fayyum-eg2301,Fayyum,قسم الفيوم,Fayoum,الفيوم
Qism Khamis,قسم خامس,28.075,30.768,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
Qism Khamis Siyam,قسم خامس صيام,31.036,31.409,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Qism Rabi',قسم رابع,30.003,32.557,al-arbiin-eg0402,Al-Arbiin,قسم الأربعين,Suez,السويس
Qism Rabi',قسم رابع,29.305,30.859,fayyum-eg2301,Fayyum,قسم الفيوم,Fayoum,الفيوم
Qism Rabi',قسم رابع,28.095,30.735,kesm-al-minya-eg2401,Kesm Al-minya,قسم المنيا,Menia,المنيا
Qism Rabi',قسم رابع,27.722,30.818,kesm-mallawi-eg2411,Kesm Mallawi,قسم ملوى,Menia,المنيا
Qism Rabi' El-Naggar,قسم رابع النجار,31.038,31.385,el-mansora-1-eg1201,El Mansora 1,قسم اول المنصورة,Dakahlia,الدقهلية
Qism Sabi' El-Bahr El-Saghir,قسم سابع البحر الصغير,31.023,31.396,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Qism Sadis Mit Haidar,قسم سادس ميت حيدر,31.04,31.4,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Qism Kafr El-Badmas,قسم كفر البدماص,31.053,31.428,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Qasha,قشا,30.335,31.373,mashtul-al-suq-eg1316,Mashtul Al-Suq,مركز مشتول السوق,Sharkia,الشرقية
Qashtoukh,قشطوخ,30.741,30.938,tala-eg1707,Tala,مركز تلا,Menoufia,المنوفية
Qassasin El-Azhar,قصاصين الأزهار,31.004,31.816,awlad-saqr-eg1319,Awlad Saqr,مركز أولاد صقر,Sharkia,الشرقية
Qassasin El-Sharq,قصاصين الشرق,30.789,32.09,al-husayniya-eg1306,Al-Husayniya,مركز الحسينية,Sharkia,الشرقية
Qasr Abu Lati'a Basel,قصرأبولطيعةباسل,29.402,30.591,yousef-el-sadeq-eg2307,Yousef El sadeq,مركز يوسف الصديق,Fayoum,الفيوم
Qasr El-Basel,قصر الباسل,29.134,30.804,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Qasr El-Gibali,قصر الجب الي,29.344,30.626,yousef-el-sadeq-eg2307,Yousef El sadeq,مركز يوسف الصديق,Fayoum,الفيوم
Qasr El-Doubara,قصر الدوبارة,30.042,31.235,qasr-al-nile-eg0111,Qasr Al-Nile,قسم قصر النيل,Cairo,القاهرة
Qasr El-Shawq,قصر الشوق,30.05,31.266,gamaliyya-eg0115,Gamaliyya,قسم الجمالية,Cairo,القاهرة
Qasr Baghdad,قصربغداد,30.733,30.871,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Qasr Bayad,قصر بياض,29.359,30.731,abshaway-eg2303,Abshaway,مركز أبشواى,Fayoum,الفيوم
Qasr Haidar,قصر حيدر,27.509,30.838,dayrut-eg2510,Dayrut,مركز ديروط,Assiut,أسيوط
Qasr Rashwan,قصررشوان,29.488,30.916,tamya-eg2306,Tamya,مركز طامية,Fayoum,الفيوم
Qasr Nasr El-Din,قصر نصر الدين,30.786,30.819,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Qasr Hour,قصرهور,27.872,30.71,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Qasouret El-Shawam,قصورة الشوام,30.068,31.242,rud-al-farag-eg0120,Rud Al-Farag,قسم روضالفرج,Cairo,القاهرة
Quseir El-Amarna,قصير العمارنة,27.461,30.843,al-qusia-eg2509,Al-Qusia,مركز القوصية,Assiut,أسيوط
Quseir Bakhanes,قصيربخانس,26.145,32.119,abu-tisht-eg2703,Abu Tisht,مركز أبو طشت,Qena,قنا
Qita' El-Hamoul,قطاع الحامول,31.428,31.177,al-hamul-eg1511,Al Hamul,مركز الحامول,Kafr El-Shikh,كفر الشيخ
Qita' El-Nahda,قطاع النهضة,31.067,29.898,al-amreia-eg0213,Al Amreia,قسم العامرية,Alexandria,الاسكندرية
Qita' Mariout,قطاعمريوط,30.872,29.763,al-amreia-eg0213,Al Amreia,قسم العامرية,Alexandria,الاسكندرية
Qita' Mansour,قطاعمنصور,31.424,31.037,al-hamul-eg1511,Al Hamul,مركز الحامول,Kafr El-Shikh,كفر الشيخ
Qatifet El-Aziziya,قطيفة العزيزية,30.482,31.278,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Qatifet Mubasher,قطيفةمباشر,30.7,31.532,el-ibrahimiya-eg1317,El-Ibrahimiya,مركز الأبراهيمية,Sharkia,الشرقية
Qaffada,قفادة,28.578,30.746,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Qalba,قلبا,27.77,30.827,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Qalbshouh,قلبشوه,31.451,31.38,bilqas-eg1208,Bilqas,مركز بلقاس,Dakahlia,الدقهلية
Qultet El-Kubra,قلتي الكبري,30.364,31.017,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Qal'et El-Maraziq,قلعة المرازيق,29.804,31.246,badrashain-eg2110,Badrashain,مركز البدرشين,Giza,الجيزة
Qalfao,قلفاو,26.581,31.69,suhag-eg2603,Suhag,مركز سوهاج,Suhag,سوهاج
Qalma,قلما,30.215,31.22,qalyub-eg1410,Qalyub,مركز قليوب,Kalyoubia,القليوبية
Qalmashat,قلمشاة,29.186,30.843,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Qalandoul,قلندول,27.826,30.812,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Qalla,قله,29.059,30.991,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Qallaha,قلها,29.08,30.905,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Qalhana,قلهانة,29.229,30.838,atsa-eg2304,Atsa,مركز أطسا,Fayoum,الفيوم
Qalousna,قلوصنا,28.358,30.731,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Quleib Abyar,قليبأبيار,30.881,30.818,kafr-al-zayyat-eg1612,Kafr Al-Zayyat,مركز كفر الزيات,Gharbia,الغربية
Quleishan,قليشان,30.846,30.694,itay-al-barud-eg1807,Itay Al-Barud,مركز إيتاى البارود,Behera,البحيرة
Qamha,قمحة,30.823,30.481,al-dilingat-eg1805,Al-Dilingat,مركز الدلنجات,Behera,البحيرة
Qamrouna,قمرونة,30.481,31.306,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Qamn El-Arous,قمن العروس,29.279,31.167,al-wasta-eg2205,Al Wasta,مركز الواسطى,Beni Suef,بنى سويف
Qanbesh El-Hamra,قنبش الحمراء,28.993,30.976,biba-eg2207,Biba,مركز ببا,Beni Suef,بنى سويف
Qanteer,قنتير,30.788,31.862,faqus-eg1312,Faqus,مركز فاقوس,Sharkia,الشرقية
Qahbouna,قهبونة,30.773,31.93,al-husayniya-eg1306,Al-Husayniya,مركز الحسينية,Sharkia,الشرقية
Qahlet El-Gabla,قهلة الجبلة,30.495,31.492,bilbis-eg1308,Bilbis,مركز بلبيس,Sharkia,الشرقية
Qourta,قورتة,24.615,32.973,nasr-eg2805,Nasr,مركز نصر,Aswan,أسوان
Qours,قورص,30.279,31.064,ashmun-eg1703,Ashmun,مركز أشمون,Menoufia,المنوفية
Qoulengeil,قولنجيل,31.076,31.42,e-mansora-2-eg1202,E Mansora 2,قسم ثان المنصورة,Dakahlia,الدقهلية
Koumbaniya Abu Qir,قومبانيةأبوقير,31.23,30.095,kafr-al-dawwar-eg1812,Kafr Al-Dawwar,مركز كفر الدوار,Behera,البحيرة
Koumbaniya Louqin,قومبانيةلوقين,31.066,30.169,kafr-al-dawwar-eg1812,Kafr Al-Dawwar,مركز كفر الدوار,Behera,البحيرة
Qouna,قونة,31.033,30.824,qillin-eg1509,Qillin,مركز قلين,Kafr El-Shikh,كفر الشيخ
